,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ofav_gene,contrast,contrast_gene,name,description,contrast_id
932,9.153247807,-21.20214384,3.695737863,-5.736917667,9.64E-09,6.03E-07,LOC110054364,4,4_LOC110054364,LOC110054364,coadhesin-like, C_PE_H_C_EE_H
240,8.899897964,-21.20212722,4.820050798,-4.398735223,1.09E-05,0.000721584,LOC110067588,1,1_LOC110067588,LOC110067588,uncharacterized LOC110067588, C_EE_H_D_EE_H
818,10.26599665,-21.19103879,3.049612022,-6.948765493,3.68E-12,4.18E-10,LOC110059406,4,4_LOC110059406,LOC110059406,pre-mRNA-splicing factor cwc2-like, C_PE_H_C_EE_H
734,32.80436493,-21.17709544,2.528035242,-8.376898823,5.43E-17,1.54E-14,LOC110057496,4,4_LOC110057496,LOC110057496,uncharacterized LOC110057496, C_PE_H_C_EE_H
832,9.566083556,-21.16379155,3.116742129,-6.790356942,1.12E-11,1.15E-09,LOC110052700,4,4_LOC110052700,LOC110052700,uncharacterized LOC110052700, C_PE_H_C_EE_H
187,6.255005425,-21.16067707,4.380520755,-4.830630478,1.36E-06,0.000115657,LOC110058803,1,1_LOC110058803,LOC110058803,"hemicentin-1-like, transcript variant X2", C_EE_H_D_EE_H
25,18.18188695,-21.15867451,3.18276578,-6.64788928,2.97E-11,1.89E-08,LOC110053099,1,1_LOC110053099,LOC110053099,"cytosolic 5'-nucleotidase 3-like, transcript variant X2", C_EE_H_D_EE_H
970,11.51928097,-21.1561413,4.013449041,-5.271311801,1.35E-07,7.37E-06,LOC110039915,4,4_LOC110039915,LOC110039915,"putative adenosylhomocysteinase 3, transcript variant X2", C_PE_H_C_EE_H
791,18.77911264,-21.15515213,2.870668362,-7.369416966,1.71E-13,2.41E-11,LOC110046651,4,4_LOC110046651,LOC110046651,protein asunder homolog, C_PE_H_C_EE_H
862,42.34002475,-21.13625601,3.242380203,-6.518746936,7.09E-11,6.12E-09,LOC110048391,4,4_LOC110048391,LOC110048391,uncharacterized LOC110048391, C_PE_H_C_EE_H
693,15.59451563,-21.13471972,2.186038516,-9.668045448,4.12E-22,4.37E-19,LOC110047798,4,4_LOC110047798,LOC110047798,dimethylaniline monooxygenase [N-oxide-forming] 2-like, C_PE_H_C_EE_H
852,12.11812886,-21.13273009,3.206322931,-6.590954979,4.37E-11,3.99E-09,LOC110040778,4,4_LOC110040778,LOC110040778,probable E3 ubiquitin-protein ligase DTX2, C_PE_H_C_EE_H
894,8.953009132,-21.12020576,3.426507405,-6.163770646,7.10E-10,5.23E-08,LOC110046286,4,4_LOC110046286,LOC110046286,uncharacterized LOC110046286, C_PE_H_C_EE_H
773,16.24906596,-21.1172865,2.733280829,-7.725984931,1.11E-14,1.86E-12,LOC110045356,4,4_LOC110045356,LOC110045356,nephrocystin-1-like, C_PE_H_C_EE_H
123,17.40039705,-21.09182393,3.941308996,-5.35147687,8.72E-08,1.13E-05,LOC110063495,1,1_LOC110063495,LOC110063495,uncharacterized LOC110063495, C_EE_H_D_EE_H
871,15.93293761,-21.08700544,3.298954126,-6.392027484,1.64E-10,1.35E-08,LOC110043480,4,4_LOC110043480,LOC110043480,tumor necrosis factor receptor superfamily member 27-like, C_PE_H_C_EE_H
716,16.76579232,-21.08389896,2.406932625,-8.759654815,1.96E-18,8.19E-16,LOC110062629,4,4_LOC110062629,LOC110062629,uncharacterized LOC110062629, C_PE_H_C_EE_H
1017,4.78455994,-21.0741581,4.668610904,-4.514010385,6.36E-06,0.000298193,LOC110039926,4,4_LOC110039926,LOC110039926,"zinc finger CCCH domain-containing protein 3-like, transcript variant X3", C_PE_H_C_EE_H
151,15.70415737,-21.07179877,4.130570653,-5.101425575,3.37E-07,3.54E-05,LOC110048425,1,1_LOC110048425,LOC110048425,14-3-3 protein 2-like, C_EE_H_D_EE_H
839,6.727683723,-21.04519124,3.117835839,-6.749935635,1.48E-11,1.46E-09,LOC110066624,4,4_LOC110066624,LOC110066624,uncharacterized LOC110066624, C_PE_H_C_EE_H
68,26.34680769,-21.03514706,3.47417032,-6.054725336,1.41E-09,3.29E-07,LOC110054683,1,1_LOC110054683,LOC110054683,nudix hydrolase 8-like, C_EE_H_D_EE_H
825,22.55665089,-21.03369496,3.072249512,-6.846349841,7.58E-12,8.19E-10,LOC110056376,4,4_LOC110056376,LOC110056376,uncharacterized LOC110056376, C_PE_H_C_EE_H
11,36.81138718,-21.0284814,2.782278012,-7.558008693,4.09E-14,5.91E-11,LOC110050929,1,1_LOC110050929,LOC110050929,uncharacterized LOC110050929, C_EE_H_D_EE_H
204,13.96730665,-21.02740806,4.488802932,-4.684413278,2.81E-06,0.000218706,LOC110069487,1,1_LOC110069487,LOC110069487,"collagen triple helix repeat-containing protein 1-like, transcript variant X2", C_EE_H_D_EE_H
914,9.733453567,-21.01936015,3.593459662,-5.849338,4.94E-09,3.32E-07,LOC110052970,4,4_LOC110052970,LOC110052970,neural cell adhesion molecule 2-like, C_PE_H_C_EE_H
41,18.13833569,-21.0032964,3.334645883,-6.298508789,3.01E-10,1.16E-07,LOC110055735,1,1_LOC110055735,LOC110055735,uncharacterized LOC110055735, C_EE_H_D_EE_H
148,13.91643357,-21.00273835,4.111819671,-5.107893835,3.26E-07,3.50E-05,LOC110057786,1,1_LOC110057786,LOC110057786,homeobox protein ceh-19-like, C_EE_H_D_EE_H
131,19.89658491,-20.99587543,3.970733549,-5.287656592,1.24E-07,1.50E-05,LOC110055643,1,1_LOC110055643,LOC110055643,T-cell acute lymphocytic leukemia protein 1-like, C_EE_H_D_EE_H
156,18.77911264,-20.99567243,4.157299867,-5.050314653,4.41E-07,4.46E-05,LOC110046651,1,1_LOC110046651,LOC110046651,protein asunder homolog, C_EE_H_D_EE_H
987,8.643826804,-20.97434781,4.179793908,-5.018033967,5.22E-07,2.68E-05,LOC110068152,4,4_LOC110068152,LOC110068152,hemicentin-2-like, C_PE_H_C_EE_H
429,2.399259415,-20.97007248,6.876831256,-3.049380115,0.002293141,0.084942446,LOC110064549,1,1_LOC110064549,LOC110064549,tctex1 domain-containing protein 2-like, C_EE_H_D_EE_H
277,10.81119995,-20.96809632,5.031125022,-4.167675466,3.08E-05,0.001765345,LOC110069042,1,1_LOC110069042,LOC110069042,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1-like, C_EE_H_D_EE_H
738,18.14695616,-20.95322838,2.530331438,-8.280823636,1.22E-16,3.24E-14,LOC110051129,4,4_LOC110051129,LOC110051129,"uncharacterized LOC110051129, transcript variant X2", C_PE_H_C_EE_H
90,19.33840243,-20.95176562,3.657168835,-5.728957717,1.01E-08,1.78E-06,LOC110048084,1,1_LOC110048084,LOC110048084,serine protease 23-like, C_EE_H_D_EE_H
831,13.25500393,-20.94354033,3.081388941,-6.796785712,1.07E-11,1.11E-09,LOC110053132,4,4_LOC110053132,LOC110053132,"uncharacterized LOC110053132, transcript variant X2", C_PE_H_C_EE_H
684,27.23000385,-20.93988711,1.941144144,-10.78739422,3.95E-27,1.05E-23,LOC110045720,4,4_LOC110045720,LOC110045720,"myoferlin-like, transcript variant X1", C_PE_H_C_EE_H
867,8.532301412,-20.93520639,3.247564356,-6.446433108,1.15E-10,9.63E-09,LOC110069436,4,4_LOC110069436,LOC110069436,"perlucin-like protein, transcript variant X2", C_PE_H_C_EE_H
747,131.1652588,-20.93089124,2.580820581,-8.110169064,5.05E-16,1.18E-13,LOC110040175,4,4_LOC110040175,LOC110040175,uncharacterized LOC110040175, C_PE_H_C_EE_H
963,6.561833955,-20.92555913,3.898444163,-5.36766932,7.98E-08,4.45E-06,LOC110066836,4,4_LOC110066836,LOC110066836,"uncharacterized LOC110066836, transcript variant X1", C_PE_H_C_EE_H
722,18.39736395,-20.920681,2.456746456,-8.515604431,1.66E-17,5.97E-15,LOC110062773,4,4_LOC110062773,LOC110062773,uncharacterized LOC110062773, C_PE_H_C_EE_H
361,4.962080715,-20.91967345,5.844885641,-3.579141619,0.000344725,0.01513265,LOC110057808,1,1_LOC110057808,LOC110057808,uncharacterized protein YwnB-like, C_EE_H_D_EE_H
899,11.10946331,-20.90788912,3.448354716,-6.063149194,1.33E-09,9.60E-08,LOC110046089,4,4_LOC110046089,LOC110046089,"uncharacterized LOC110046089, transcript variant X1", C_PE_H_C_EE_H
953,6.910456338,-20.90154177,3.791678635,-5.512477133,3.54E-08,2.04E-06,LOC110066517,4,4_LOC110066517,LOC110066517,uncharacterized LOC110066517, C_PE_H_C_EE_H
113,24.06848071,-20.89703367,3.841994104,-5.439111333,5.35E-08,7.53E-06,LOC110050139,1,1_LOC110050139,LOC110050139,"HEAT repeat-containing protein 4-like, transcript variant X1", C_EE_H_D_EE_H
824,8.893675594,-20.88686547,3.041136549,-6.868111685,6.51E-12,7.08E-10,LOC110061326,4,4_LOC110061326,LOC110061326,matrix metalloproteinase-16-like, C_PE_H_C_EE_H
837,11.86698384,-20.87643443,3.085674212,-6.765599021,1.33E-11,1.33E-09,LOC110043035,4,4_LOC110043035,LOC110043035,acetylserotonin O-methyltransferase-like, C_PE_H_C_EE_H
904,6.983002979,-20.87588221,3.484674102,-5.990770326,2.09E-09,1.47E-07,LOC110043637,4,4_LOC110043637,LOC110043637,gamma-tubulin complex component 2-like, C_PE_H_C_EE_H
843,18.83549534,-20.87041906,3.114203612,-6.701687385,2.06E-11,1.98E-09,LOC110056474,4,4_LOC110056474,LOC110056474,sterol regulatory element-binding protein 1-like, C_PE_H_C_EE_H
951,5.708759375,-20.86626628,3.779189548,-5.521360073,3.36E-08,1.96E-06,LOC110061335,4,4_LOC110061335,LOC110061335,fez family zinc finger protein 1-like, C_PE_H_C_EE_H
154,12.84604616,-20.86385466,4.096430898,-5.093178716,3.52E-07,3.63E-05,LOC110052922,1,1_LOC110052922,LOC110052922,8-oxo-dGDP phosphatase NUDT18-like, C_EE_H_D_EE_H
795,20.32764263,-20.86147866,2.858536278,-7.297958335,2.92E-13,3.94E-11,LOC110060414,4,4_LOC110060414,LOC110060414,"TNF receptor-associated factor 6-like, transcript variant X1", C_PE_H_C_EE_H
796,15.03594828,-20.85652221,2.857956153,-7.297705456,2.93E-13,3.94E-11,LOC110060934,4,4_LOC110060934,LOC110060934,"uncharacterized LOC110060934, transcript variant X4", C_PE_H_C_EE_H
125,13.6855018,-20.85535021,3.903071623,-5.343317321,9.13E-08,1.16E-05,LOC110053701,1,1_LOC110053701,LOC110053701,peroxisome assembly protein 26-like, C_EE_H_D_EE_H
859,13.95051494,-20.85238153,3.180286531,-6.556761893,5.50E-11,4.83E-09,LOC110040065,4,4_LOC110040065,LOC110040065,neuronal growth regulator 1-like, C_PE_H_C_EE_H
703,17.55248846,-20.85223422,2.268758631,-9.19103246,3.89E-20,2.47E-17,LOC110046631,4,4_LOC110046631,LOC110046631,"uncharacterized LOC110046631, transcript variant X1", C_PE_H_C_EE_H
347,9.751764372,-20.82521579,5.659784316,-3.67950696,0.000233685,0.010670958,LOC110058479,1,1_LOC110058479,LOC110058479,uncharacterized LOC110058479, C_EE_H_D_EE_H
732,20.4109407,-20.822927,2.471661492,-8.424667807,3.62E-17,1.06E-14,LOC110066455,4,4_LOC110066455,LOC110066455,serine/threonine-protein kinase 33-like, C_PE_H_C_EE_H
890,9.580204957,-20.82081405,3.351593772,-6.212212895,5.22E-10,3.92E-08,LOC110059684,4,4_LOC110059684,LOC110059684,uncharacterized LOC110059684, C_PE_H_C_EE_H
206,15.9945349,-20.81625696,4.450312983,-4.67748157,2.90E-06,0.000225003,LOC110049717,1,1_LOC110049717,LOC110049717,F-box/WD repeat-containing protein 7-like, C_EE_H_D_EE_H
188,15.04173147,-20.81310225,4.317708235,-4.820404973,1.43E-06,0.000121099,LOC110056831,1,1_LOC110056831,LOC110056831,uncharacterized LOC110056831, C_EE_H_D_EE_H
736,23.61564826,-20.81088903,2.488551265,-8.362652327,6.13E-17,1.68E-14,LOC110044586,4,4_LOC110044586,LOC110044586,uncharacterized LOC110044586, C_PE_H_C_EE_H
274,14.42420473,-20.80781276,4.965990024,-4.190063342,2.79E-05,0.001617382,LOC110055691,1,1_LOC110055691,LOC110055691,"general transcription factor 3C polypeptide 1-like, transcript variant X1", C_EE_H_D_EE_H
759,21.02369953,-20.80409126,2.634290066,-7.897418559,2.85E-15,5.59E-13,LOC110059770,4,4_LOC110059770,LOC110059770,"NACHT, LRR and PYD domains-containing protein 12-like, transcript variant X1", C_PE_H_C_EE_H
161,20.32764263,-20.799865,4.13941008,-5.024837984,5.04E-07,4.97E-05,LOC110060414,1,1_LOC110060414,LOC110060414,"TNF receptor-associated factor 6-like, transcript variant X1", C_EE_H_D_EE_H
1046,3.662025027,-20.76425832,5.322713394,-3.901066388,9.58E-05,0.004135541,LOC110064503,4,4_LOC110064503,LOC110064503,uncharacterized LOC110064503, C_PE_H_C_EE_H
735,15.08641006,-20.76409463,2.481290882,-8.368262982,5.85E-17,1.63E-14,LOC110068247,4,4_LOC110068247,LOC110068247,forkhead box protein Q1-like, C_PE_H_C_EE_H
167,13.52807743,-20.76193431,4.181315356,-4.965407424,6.86E-07,6.50E-05,LOC110054393,1,1_LOC110054393,LOC110054393,uncharacterized LOC110054393, C_EE_H_D_EE_H
930,10.63862775,-20.72332052,3.609637379,-5.741108689,9.41E-09,5.95E-07,LOC110068563,4,4_LOC110068563,LOC110068563,uncharacterized LOC110068563, C_PE_H_C_EE_H
829,9.357035268,-20.7120269,3.039660713,-6.813927231,9.50E-12,1.00E-09,LOC110066988,4,4_LOC110066988,LOC110066988,BTB/POZ domain-containing protein 6-B-like, C_PE_H_C_EE_H
936,4.774919322,-20.71128946,3.62884723,-5.70740187,1.15E-08,7.07E-07,LOC110056359,4,4_LOC110056359,LOC110056359,pterin-4-alpha-carbinolamine dehydratase-like, C_PE_H_C_EE_H
805,14.65722099,-20.70394372,2.924377008,-7.079779269,1.44E-12,1.81E-10,LOC110054165,4,4_LOC110054165,LOC110054165,vacuolar protein sorting-associated protein 72 homolog, C_PE_H_C_EE_H
719,21.04134717,-20.69637742,2.383743374,-8.682300975,3.88E-18,1.47E-15,LOC110048050,4,4_LOC110048050,LOC110048050,collagen alpha-1(XII) chain-like, C_PE_H_C_EE_H
763,25.52048844,-20.696361,2.633316168,-7.859428825,3.86E-15,7.21E-13,LOC110042988,4,4_LOC110042988,LOC110042988,"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like, transcript variant X2", C_PE_H_C_EE_H
265,9.01594659,-20.6765993,4.887262945,-4.230711449,2.33E-05,0.001396929,LOC110041798,1,1_LOC110041798,LOC110041798,"mevalonate kinase-like, transcript variant X1", C_EE_H_D_EE_H
1044,4.119675906,-20.67210106,5.27322616,-3.920199976,8.85E-05,0.003841433,LOC110046335,4,4_LOC110046335,LOC110046335,uncharacterized LOC110046335, C_PE_H_C_EE_H
1004,7.432222707,-20.65083748,4.310156786,-4.791203315,1.66E-06,8.08E-05,LOC110049030,4,4_LOC110049030,LOC110049030,"transcription factor A, mitochondrial-like", C_PE_H_C_EE_H
833,17.10320846,-20.64824224,3.045144686,-6.780709744,1.20E-11,1.22E-09,LOC110054147,4,4_LOC110054147,LOC110054147,serine/threonine-protein kinase CTR1-like, C_PE_H_C_EE_H
172,11.41687605,-20.63501228,4.170573786,-4.947763387,7.51E-07,6.94E-05,LOC110043451,1,1_LOC110043451,LOC110043451,protein phosphatase 1 regulatory subunit 27-like, C_EE_H_D_EE_H
943,5.987536744,-20.63443379,3.689479787,-5.59277594,2.23E-08,1.34E-06,LOC110056647,4,4_LOC110056647,LOC110056647,uncharacterized LOC110056647, C_PE_H_C_EE_H
913,14.11813743,-20.63167811,3.507335504,-5.882436422,4.04E-09,2.73E-07,LOC110063098,4,4_LOC110063098,LOC110063098,"uncharacterized LOC110063098, transcript variant X2", C_PE_H_C_EE_H
881,6.150945463,-20.62719681,3.277190329,-6.294171146,3.09E-10,2.42E-08,LOC110056711,4,4_LOC110056711,LOC110056711,"uncharacterized LOC110056711, transcript variant X1", C_PE_H_C_EE_H
782,20.31730805,-20.62505533,2.722290563,-7.576360735,3.55E-14,5.43E-12,LOC110045768,4,4_LOC110045768,LOC110045768,ankyrin repeat and BTB/POZ domain-containing protein BTBD11-like, C_PE_H_C_EE_H
954,4.04688094,-20.62290199,3.741279412,-5.512259234,3.54E-08,2.04E-06,LOC110039709,4,4_LOC110039709,LOC110039709,"target of rapamycin complex 2 subunit MAPKAP1-like, transcript variant X1", C_PE_H_C_EE_H
803,17.25987139,-20.62168382,2.888810314,-7.13846933,9.44E-13,1.20E-10,LOC110047159,4,4_LOC110047159,LOC110047159,"RNA polymerase-associated protein LEO1-like, transcript variant X2", C_PE_H_C_EE_H
814,13.3037258,-20.6132911,2.936329732,-7.020087314,2.22E-12,2.59E-10,LOC110050547,4,4_LOC110050547,LOC110050547,deleted in malignant brain tumors 1 protein-like, C_PE_H_C_EE_H
863,19.11899392,-20.61177766,3.17361976,-6.494721869,8.32E-11,7.15E-09,LOC110044491,4,4_LOC110044491,LOC110044491,uncharacterized LOC110044491, C_PE_H_C_EE_H
691,21.83561907,-20.60921185,2.077501421,-9.920191455,3.40E-23,4.16E-20,LOC110046058,4,4_LOC110046058,LOC110046058,galanin receptor type 1-like, C_PE_H_C_EE_H
984,5.431177505,-20.60630821,4.05129963,-5.086345146,3.65E-07,1.90E-05,LOC110053083,4,4_LOC110053083,LOC110053083,uncharacterized LOC110053083, C_PE_H_C_EE_H
840,12.00407834,-20.60279614,3.055366385,-6.743150752,1.55E-11,1.52E-09,LOC110065054,4,4_LOC110065054,LOC110065054,mitochondrial ribonuclease P protein 3-like, C_PE_H_C_EE_H
816,13.86692027,-20.60057772,2.960337679,-6.958860764,3.43E-12,3.95E-10,LOC110066436,4,4_LOC110066436,LOC110066436,uncharacterized LOC110066436, C_PE_H_C_EE_H
874,12.7121887,-20.60005875,3.229155005,-6.379396071,1.78E-10,1.44E-08,LOC110068397,4,4_LOC110068397,LOC110068397,"uncharacterized LOC110068397, transcript variant X2", C_PE_H_C_EE_H
880,11.39655721,-20.59088261,3.260510866,-6.315232018,2.70E-10,2.12E-08,LOC110047676,4,4_LOC110047676,LOC110047676,neuromedin-U receptor 2-like, C_PE_H_C_EE_H
55,36.12983085,-20.58944503,3.353115232,-6.140392921,8.23E-10,2.34E-07,LOC110054205,1,1_LOC110054205,LOC110054205,uncharacterized LOC110054205, C_EE_H_D_EE_H
907,10.37596709,-20.58846346,3.458053428,-5.953772518,2.62E-09,1.82E-07,LOC110052521,4,4_LOC110052521,LOC110052521,ras-related and estrogen-regulated growth inhibitor-like, C_PE_H_C_EE_H
708,38.98174562,-20.57867556,2.277660166,-9.035007004,1.64E-19,8.69E-17,LOC110059082,4,4_LOC110059082,LOC110059082,cytosolic carboxypeptidase 2-like, C_PE_H_C_EE_H
851,12.48633781,-20.57327414,3.113983699,-6.606737905,3.93E-11,3.61E-09,LOC110068997,4,4_LOC110068997,LOC110068997,sec14 cytosolic factor-like, C_PE_H_C_EE_H
777,6.485786337,-20.57216755,2.679658578,-7.677159964,1.63E-14,2.61E-12,LOC110057547,4,4_LOC110057547,LOC110057547,uncharacterized LOC110057547, C_PE_H_C_EE_H
756,10.1639114,-20.56987096,2.595592327,-7.924923629,2.28E-15,4.65E-13,LOC110049889,4,4_LOC110049889,LOC110049889,uncharacterized LOC110049889, C_PE_H_C_EE_H
424,4.16884235,-20.56346345,6.70062252,-3.068888508,0.002148568,0.080388726,LOC110061135,1,1_LOC110061135,LOC110061135,Meckel syndrome type 1 protein-like, C_EE_H_D_EE_H
99,19.11888819,-20.55989224,3.671973557,-5.599139515,2.15E-08,3.46E-06,LOC110067194,1,1_LOC110067194,LOC110067194,"ral guanine nucleotide dissociation stimulator-like 1, transcript variant X1", C_EE_H_D_EE_H
216,18.23614329,-20.55427198,4.432035917,-4.637659162,3.52E-06,0.000259242,LOC110069515,1,1_LOC110069515,LOC110069515,glutathione-specific gamma-glutamylcyclotransferase 1-like, C_EE_H_D_EE_H
714,17.1497346,-20.54790638,2.315866062,-8.872666133,7.14E-19,3.15E-16,LOC110053692,4,4_LOC110053692,LOC110053692,putative exosome complex component rrp40, C_PE_H_C_EE_H
941,8.781686532,-20.53718041,3.646974745,-5.631292192,1.79E-08,1.08E-06,LOC110060670,4,4_LOC110060670,LOC110060670,putative beta-lactamase-like 1, C_PE_H_C_EE_H
923,7.407848966,-20.52820584,3.541552232,-5.796386582,6.78E-09,4.38E-07,LOC110051739,4,4_LOC110051739,LOC110051739,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2-like, transcript variant X2", C_PE_H_C_EE_H
227,12.48633781,-20.52555836,4.519326458,-4.541729515,5.58E-06,0.000390587,LOC110068997,1,1_LOC110068997,LOC110068997,sec14 cytosolic factor-like, C_EE_H_D_EE_H
386,6.696852863,-20.52016737,5.973577153,-3.435155661,0.000592214,0.024380481,LOC110043483,1,1_LOC110043483,LOC110043483,helicase with zinc finger domain 2-like, C_EE_H_D_EE_H
969,9.751764372,-20.51631394,3.884584806,-5.281468925,1.28E-07,7.00E-06,LOC110058479,4,4_LOC110058479,LOC110058479,uncharacterized LOC110058479, C_PE_H_C_EE_H
52,21.58455583,-20.51151357,3.323673591,-6.171338133,6.77E-10,2.07E-07,LOC110067912,1,1_LOC110067912,LOC110067912,"uncharacterized LOC110067912, transcript variant X2", C_EE_H_D_EE_H
939,9.320771589,-20.51054594,3.605746312,-5.68829423,1.28E-08,7.81E-07,LOC110044200,4,4_LOC110044200,LOC110044200,"uncharacterized LOC110044200, transcript variant X3", C_PE_H_C_EE_H
980,5.139103845,-20.51046378,3.996789845,-5.13173436,2.87E-07,1.51E-05,LOC110068201,4,4_LOC110068201,LOC110068201,uncharacterized LOC110068201, C_PE_H_C_EE_H
294,14.0969625,-20.50774831,5.074567538,-4.041280002,5.32E-05,0.002873365,LOC110068550,1,1_LOC110068550,LOC110068550,D-inositol 3-phosphate glycosyltransferase-like, C_EE_H_D_EE_H
731,14.73987629,-20.50759835,2.434044243,-8.425318646,3.60E-17,1.06E-14,LOC110058403,4,4_LOC110058403,LOC110058403,uncharacterized LOC110058403, C_PE_H_C_EE_H
42,17.55248846,-20.50103825,3.260094263,-6.288480208,3.21E-10,1.21E-07,LOC110046631,1,1_LOC110046631,LOC110046631,"uncharacterized LOC110046631, transcript variant X1", C_EE_H_D_EE_H
339,13.68546478,-20.49299887,5.540814184,-3.698553713,0.000216831,0.010164215,LOC110042692,1,1_LOC110042692,LOC110042692,dermatan-sulfate epimerase-like protein, C_EE_H_D_EE_H
1071,2.522286356,-20.48464291,5.705424191,-3.59038035,0.000330196,0.013351504,LOC110069478,4,4_LOC110069478,LOC110069478,"uncharacterized LOC110069478, transcript variant X1", C_PE_H_C_EE_H
64,20.74259272,-20.4743027,3.367832155,-6.079371465,1.21E-09,3.00E-07,LOC110063730,1,1_LOC110063730,LOC110063730,calmodulin-like, C_EE_H_D_EE_H
117,25.52048844,-20.47277248,3.80495772,-5.380551898,7.43E-08,9.90E-06,LOC110042988,1,1_LOC110042988,LOC110042988,"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like, transcript variant X2", C_EE_H_D_EE_H
823,14.44288459,-20.46251081,2.97421257,-6.879975902,5.99E-12,6.56E-10,LOC110055837,4,4_LOC110055837,LOC110055837,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3-like, C_PE_H_C_EE_H
983,6.98771023,-20.43712197,4.004113113,-5.104032128,3.32E-07,1.73E-05,LOC110054069,4,4_LOC110054069,LOC110054069,cytidine deaminase-like, C_PE_H_C_EE_H
887,7.771327218,-20.43371672,3.271733219,-6.245532673,4.22E-10,3.21E-08,LOC110044341,4,4_LOC110044341,LOC110044341,UPF0573 protein C2orf70 homolog A-like, C_PE_H_C_EE_H
